ID;Name;URL;Img;Strength;Served;Difficulty;Bourbon / American Whiskey;Tequila;Gin;Liqueurs;Rye Whiskey;Vodka;Brandy / Cognac;Cachaça;Mezcal;Scotch;Rum;Irish Whiskey;Vermouth / Aperitif Wine;Canadian Whisky;Absinthe;Beer;Whiskey;Non-alcoholic;Pisco;Japanese Whisky;Salty/Savory;Sweet;Creamy;Spicy;Sour;Fruity/Citrus-forward;Spirit-forward;Bitter;Bubbly;Modern Classics;Classics;Martinis;Margaritas;Hot;Tiki / Tropical;Punches;Frozen / Blended;Shots;Non-Alcoholic;Stirred;Shaken;Blended;Cooked/Heated;
550;Cruzan Flip;http://liquor.com/recipes/cruzan-flip/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/cruzan-flip.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
551;Tequila Furnace;http://liquor.com/recipes/tequila-furnace/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/tequila-furnace.jpg;1.0;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.04;0.0;0.0;0.0;
552;Pierre Ferrand Ambre;http://liquor.com/recipes/pierre-ferrand-ambre/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/Pierre-Ferrand-Ambre-new.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
553;Green Acres Punch;http://liquor.com/recipes/green-acres-punch/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/green-acres-punch.jpg;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
554;Beach Bum;http://liquor.com/recipes/beach-bum/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/beach-bum.jpg;0.5;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
555;The Bow Tie;http://liquor.com/recipes/the-bow-tie/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/the-bow-tie.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
556;Jockey Club;http://liquor.com/recipes/jockey-club/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/jockey-club.jpg;1.0;0.5;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
557;Sea Breeze;http://liquor.com/recipes/sea-breeze/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/sea-breeze.jpeg;0.25;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
558;Golden Cup;http://liquor.com/recipes/golden-cup/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/06/golden-cup.jpg;1.0;0.33;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
559;Long Island Iced Tea;http://liquor.com/recipes/long-island-iced-tea/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/07/Long-Island-Iced-Tea.jpg;1.0;0.33;0.0;0.0;0.1;0.1;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
560;Black Hawk;http://liquor.com/recipes/black-hawk/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/black-hawk.jpg;1.0;0.33;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
561;Chairman’s Refresher;http://liquor.com/recipes/chairmans-refresher/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/chairmans-refresher.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
562;Strawberries and Cream;http://liquor.com/recipes/strawberries-and-cream/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/strawberries-and-cream-newest.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
563;Vanilla Skye;http://liquor.com/recipes/vanilla-skye/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/05/vanilla-skye.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
564;Remnants of Summer;http://liquor.com/recipes/remnants-of-summer/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/remnants-of-summer.jpg;0.5;0.5;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
565;Agave Drop;http://liquor.com/recipes/agave-drop/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/agave-drop.jpg;1.0;0.5;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.04;0.0;0.0;
566;Spanish Raindrop;http://liquor.com/recipes/spanish-raindrop/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/spanish-raindrop.jpg;1.0;0.5;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.04;0.0;0.0;
567;Cocoa Passion;http://liquor.com/recipes/cocoa-passion/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/cocoa-passion.jpg;1.0;0.33;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.04;0.0;0.0;0.0;
568;1870 Sour;http://liquor.com/recipes/1870-sour/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/1870-sour.jpg;0.5;0.5;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
569;The White Lady;http://liquor.com/recipes/the-white-lady/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/white-lady-cocktail.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
570;Kentucky Flyer;http://liquor.com/recipes/kentucky-flyer/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/kentucky-flyer1.jpg;1.0;0.5;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
571;West Side;http://liquor.com/recipes/west-side/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/why-vodka-cocktail.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.07;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
572;Forbidden Sour;http://liquor.com/recipes/forbidden-sour/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/05/fa-Forbidden_Sour.jpg;1.0;0.33;0.5;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
573;Arwell and Ado Cocktail;http://liquor.com/recipes/arwell-and-ado-cocktail/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/arwell-and-ado-cocktail1.jpg;1.0;0.33;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
574;Raspberry Collins;http://liquor.com/recipes/raspberry-collins/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/Raspberry-Collins-NEWEST.jpg;0.5;0.33;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
575;Camus Fresh;http://liquor.com/recipes/camus-fresh/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/camus-fresh.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
576;Bulleit Rye Smash;http://liquor.com/recipes/bulleit-rye-smash/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/bulleit-rye-smash2.jpg;0.5;0.33;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
577;Bayou Bloody Mary;http://liquor.com/recipes/bayou-bloody-mary/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/bayou-bloody-mary.jpg;0.25;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
578;Vanilla Bourbon;http://liquor.com/recipes/vanilla-bourbon/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/vanilla-bourbon.jpg;0.5;0.33;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
579;The Modern;http://liquor.com/recipes/the-modern/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/the-modern1.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
580;Dirty Martini;http://liquor.com/recipes/dirty-martini/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/Dirty-Martini-newest.jpg;1.0;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
581;The Quetzal;http://liquor.com/recipes/the-quetzal/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/the-quetzal.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
582;Cowboy Coffee;http://liquor.com/recipes/cowboy-coffee/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/cowboy-coffee.jpeg;1.0;0.5;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
583;Tequila Daisy;http://liquor.com/recipes/tequila-daisy/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/04/Tequila-Daisy.jpg;1.0;0.5;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.07;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
584;Greyhound;http://liquor.com/recipes/greyhound/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/Greyhound-newest.jpg;0.5;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
585;The Seersucker;http://liquor.com/recipes/the-seersucker/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/the-seersucker.jpg;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
586;Sparkling Açaí Sangria;http://liquor.com/recipes/sparkling-acai-sangria/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/sparkling-acai-sangria.jpg;1.0;0.33;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
587;Cucumber Fizz;http://liquor.com/recipes/cucumber-fizz/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/cucumber-fizz.jpg;0.5;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
588;Another Fine Mes;http://liquor.com/recipes/another-fine-mes/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/another-fine-mes.jpg;1.0;0.5;0.5;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
589;Tequila Mockingbird;http://liquor.com/recipes/tequila-mockingbird/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/04/Tequila-Mockingbird-newest.jpg;0.5;0.33;1.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
590;After-Dinner Sazerac;http://liquor.com/recipes/after-dinner-sazerac/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/03/after-dinner-sazerac.jpeg;1.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.07;0.0;0.0;0.0;0.0;0.07;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
591;The LiberTea;http://liquor.com/recipes/the-libertea/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/03/The-LiberTea-newest.jpg;0.5;0.33;1.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
592;Grand Orange Collins;http://liquor.com/recipes/grand-orange-collins/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/03/grand-orange-collins.jpg;0.25;0.33;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
593;Açai-Blueberry Mojito;http://liquor.com/recipes/acai-blueberry-mojito/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/04/Acai-Blueberry-Mojiito.jpg;0.5;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
594;Strawberry Cucumber Caipirinha;http://liquor.com/recipes/strawberry-cucumber-caipirinha/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/03/Strawberry-Cucumber-Caipirinha-newest.jpg;1.0;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
595;Country Thyme;http://liquor.com/recipes/country-thyme/;http://liquor.s3.amazonaws.com/wp-content/uploads/2014/03/recipe-country-thyme.jpg;0.5;0.33;1.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
596;Baldwin Apple;http://liquor.com/recipes/baldwin-apple/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/04/baldwin-apple1.jpg;0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
597;Charrita Margarita;http://liquor.com/recipes/charrita-margarita/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/03/Charrita-Margarita-new.jpg;0.5;0.33;0.5;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
598;Midnight Smash;http://liquor.com/recipes/midnight-smash/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/03/midnight-vodka-smash.jpg;0.25;0.33;1.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.07;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
599;Bâton Rouge;http://liquor.com/recipes/baton-rouge/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/03/baton-rouge.jpg;1.0;0.5;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;
600;Sir Hayden’s Smash;http://liquor.com/recipes/sir-haydens-smash/;http://liquor.s3.amazonaws.com/wp-content/uploads/2013/07/sir-haydens-smash.jpg;1.0;0.33;1.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.07;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
601;Reserve Luxury Daiquiri;http://liquor.com/recipes/reserve-luxury-daiquiri/;http://liquor.s3.amazonaws.com/wp-content/uploads/2011/03/reserve-luxury-daiquiri.jpg;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;
